,中文题名,作者,学位授予单位,数据库,学位授予年度,被引,下载,操作,下载地址
795,基于深度理解的三角函数教学研究,詹婷,福建师范大学,硕士,2020年,,,下载,https://kns.cnki.net//kns8/download?filename=XYrEGc3kjZOpnejtCcHlja2RGe4p2Us9WV1tyYzMEesZWRLJzSQllM3Z1MwM2bQRWVMp3a2NnSThmQ=0zaoZ3dCtyVRJkMWdkYUVTMvlGaLdlQSREU1dDO6tmNRtSWyp0VVBjUExWaYhnV3YnbaNjZIJETKZ&tablename=CMFDTEMP
796,基于数学抽象素养培养的高中函数教学设计研究,余巧云,福建师范大学,硕士,2020年,,,下载,https://kns.cnki.net//kns8/download?filename=XYrEGc3kjZOpnejtCcHlja2RGe4p2Us9WV1tyYzMEesZWRLJzSQllM3Z1MwM2bQRWVMp3a2NnSThmQ=0zZ0EVM1RTYWJkMWdkYUVTMvlGaLdlQSREU1dDO6tmNRtSWyp0VVBjUExWaYhnV3YnbaNjZIJETKZ&tablename=CMFDTEMPDAY
797,基于深度教学实践框架的数学教学视频分析,丁晓娟,华中师范大学,硕士,2020年,1,227,下载,https://kns.cnki.net//kns8/download?filename=3YnbaNjZIJETKZXYrEGc3kjZOpnejtCcHlja2RGe4p2Us9WV1tyYzMEesZWRLJzSQllM3Z1MwM2bQRWVMp3a2NnSThmQ==wcqVXashzKqdzMwFTYvlUdVlmQZx2TWtUZLB3MNR1LshVOyZEMHhDZOtiQWtiR14GUaFVbkVDT1cGaVBjUExWaYhnV&tablename=CMFD202101
798,教育硕士与优秀教师数学课堂教学语言比较研究,李思莹,华中师范大学,硕士,2020年,,173,下载,https://kns.cnki.net//kns8/download?filename=KZXYrEGc3kjZOpnejtCcHlja2RGe4p2Us9WV1tyYzMEesZWRLJzSQllM3Z1MwM2bQRWVMp3a2NnSThmQZl3K4MmQzY2UMVXUrgXa1tEM4p2SFlVaxJUWEtiR14GUaFVbkVDT1cGaVBjUExWaYhnV3YnbaNjZIJET&tablename=CMFD202101
799,教育硕士发展教师核心素养的研究,李洁,华中师范大学,硕士,2020年,,181,下载,https://kns.cnki.net//kns8/download?filename=KZXYrEGc3kjZOpnejtCcHlja2RGe4p2Us9WV1tyYzMEesZWRLJzSQllM3Z1MwM2bQRWVMp3a2NnSThmQatCe2QUQlFmTMVXUrgXa1tEM4p2SFlVaxJUWEtiR14GUaFVbkVDT1cGaVBjUExWaYhnV3YnbaNjZIJET&tablename=CMFD202101
800,职前数学教师的教学批判性思维调查研究,黄丹颖,华中师范大学,硕士,2020年,,81,下载,https://kns.cnki.net//kns8/download?filename=3YnbaNjZIJETKZXYrEGc3kjZOpnejtCcHlja2RGe4p2Us9WV1tyYzMEesZWRLJzSQllM3Z1MwM2bQRWVMp3a2NnSThmQ==wK6lUa2tWdql3NLNlW5UFc2g2dzIUZSNmWKd2Mt9maDFTelB3SWJ2SNZ0cXVUdJF2Y2smVQdkTodGaVBjUExWaYhnV&tablename=CMFD202101

801,基于2017版课标下人教A版新旧教材的对比研究,陈文琪,中央民族大学,硕士,2020年,2,246,下载,https://kns.cnki.net//kns8/download?filename=t5Gc3VTUlpmcyhVSkplQCFUOUdnYvUTarUER3MUe1ITSq5WaLlDb3o2L0VnMG1mRnZjNTVlV4RWVQVXSZBTbXVES3dVMplDdZBDdCdHV5BnYhFHSxFnUhBFazUjRq9UVxdGSJJFe1J0MwF1dml0b0Yjb4FWZvo2M&tablename=CMFD202101
802,青岛版初中数学教材“数与代数”例题研究,冯童童,中央民族大学,硕士,2020年,,105,下载,https://kns.cnki.net//kns8/download?filename=t5Gc3VTUlpmcyhVSkplQCFUOUdnYvUTarUER3MUe1ITSq5WaLlDb3o2L0VnMG1mRnZjNTVlV4RWVQVXSKNUW5FFUzx0URZ0cZBDdCdHV5BnYhFHSxFnUhBFazUjRq9UVxdGSJJFe1J0MwF1dml0b0Yjb4FWZvo2M&tablename=CMFD202101
803,中小学数学螺旋式上升内容的比较与分析,邓艳梅,华中师范大学,硕士,2020年,,133,下载,https://kns.cnki.net//kns8/download?filename=t5Gc3VTUlpmcyhVSkplQCFUOUdnYvUTarUER3MUe1ITSq5WaLlDb3o2L0VnMG1mRnZjNTVlV4RWVQVXSqd3QQp0LLRGRrUkb3BjTsdHU5BnYhFHSxFnUhBFazUjRq9UVxdGSJJFe1J0MwF1dml0b0Yjb4FWZvo2M&tablename=CMFD202101
804,初中生数学学习非智力因素与数学学业求助的关系研究,龙俊文,华中师范大学,硕士,2020年,1,172,下载,https://kns.cnki.net//kns8/download?filename=t5Gc3VTUlpmcyhVSkplQCFUOUdnYvUTarUER3MUe1ITSq5WaLlDb3o2L0VnMG1mRnZjNTVlV4RWVQVXSxEHWGJjN0IlUrUkb3BjTsdHU5BnYhFHSxFnUhBFazUjRq9UVxdGSJJFe1J0MwF1dml0b0Yjb4FWZvo2M&tablename=CMFD202101
805,中英初中数学教材中的数学文化比较研究,王学萌,华中师范大学,硕士,2020年,2,224,下载,https://kns.cnki.net//kns8/download?filename=t5Gc3VTUlpmcyhVSkplQCFUOUdnYvUTarUER3MUe1ITSq5WaLlDb3o2L0VnMG1mRnZjNTVlV4RWVQVXSvI3M3MEORVlSxUkb3BjTsdHU5BnYhFHSxFnUhBFazUjRq9UVxdGSJJFe1J0MwF1dml0b0Yjb4FWZvo2M&tablename=CMFD202101
806,高中数学课堂师生有效互动评估工具研究,靳亚男,华中师范大学,硕士,2020年,1,137,下载,https://kns.cnki.net//kns8/download?filename=t5Gc3VTUlpmcyhVSkplQCFUOUdnYvUTarUER3MUe1ITSq5WaLlDb3o2L0VnMG1mRnZjNTVlV4RWVQVXSJhmWitiQwUmayNkMHBjTsdHU5BnYhFHSxFnUhBFazUjRq9UVxdGSJJFe1J0MwF1dml0b0Yjb4FWZvo2M&tablename=CMFD202101
807,华师一附中高中生数学自主学习习惯的调查研究及培养建议,窦莹莹,华中师范大学,硕士,2020年,,213,下载,https://kns.cnki.net//kns8/download?filename=t5Gc3VTUlpmcyhVSkplQCFUOUdnYvUTarUER3MUe1ITSq5WaLlDb3o2L0VnMG1mRnZjNTVlV4RWVQVXS4tWMv80SYVlRHRmMHBjTsdHU5BnYhFHSxFnUhBFazUjRq9UVxdGSJJFe1J0MwF1dml0b0Yjb4FWZvo2M&tablename=CMFD202101
808,高中生多元表征水平与解答数学应用题能力的相关性研究,马子涵,华中师范大学,硕士,2020年,1,160,下载,https://kns.cnki.net//kns8/download?filename=t5Gc3VTUlpmcyhVSkplQCFUOUdnYvUTarUER3MUe1ITSq5WaLlDb3o2L0VnMG1mRnZjNTVlV4RWVQVXSBBXUuJUZuZlcHRmMHBjTsdHU5BnYhFHSxFnUhBFazUjRq9UVxdGSJJFe1J0MwF1dml0b0Yjb4FWZvo2M&tablename=CMFD202101
809,高中生数学阅读能力和数学建模素养的关系研究,严雪,华中师范大学,硕士,2020年,1,275,下载,https://kns.cnki.net//kns8/download?filename=t5Gc3VTUlpmcyhVSkplQCFUOUdnYvUTarUER3MUe1ITSq5WaLlDb3o2L0VnMG1mRnZjNTVlV4RWVQVXSzV3QPlDVpl0ZERmMHBjTsdHU5BnYhFHSxFnUhBFazUjRq9UVxdGSJJFe1J0MwF1dml0b0Yjb4FWZvo2M&tablename=CMFD202101
810,高中生数学知识多元表征对问题解决影响,徐姣,华中师范大学,硕士,2020年,,153,下载,https://kns.cnki.net//kns8/download?filename=t5Gc3VTUlpmcyhVSkplQCFUOUdnYvUTarUER3MUe1ITSq5WaLlDb3o2L0VnMG1mRnZjNTVlV4RWVQVXSrUTRKVUexZle49GeHBjTsdHU5BnYhFHSxFnUhBFazUjRq9UVxdGSJJFe1J0MwF1dml0b0Yjb4FWZvo2M&tablename=CMFD202101
811,高中生数学课堂参与度现状及对策研究,李然琪,华中师范大学,硕士,2020年,,279,下载,https://kns.cnki.net//kns8/download?filename=t5Gc3VTUlpmcyhVSkplQCFUOUdnYvUTarUER3MUe1ITSq5WaLlDb3o2L0VnMG1mRnZjNTVlV4RWVQVXSZpmWMJWYSREbpJzMHBjTsdHU5BnYhFHSxFnUhBFazUjRq9UVxdGSJJFe1J0MwF1dml0b0Yjb4FWZvo2M&tablename=CMFD202101
812,基于数学多元表征理论的平面向量基本定理的教学研究,吴艳萍,华中师范大学,硕士,2020年,,170,下载,https://kns.cnki.net//kns8/download?filename=t5Gc3VTUlpmcyhVSkplQCFUOUdnYvUTarUER3MUe1ITSq5WaLlDb3o2L0VnMG1mRnZjNTVlV4RWVQVXSklDMzZ1LQxkb0JzMHBjTsdHU5BnYhFHSxFnUhBFazUjRq9UVxdGSJJFe1J0MwF1dml0b0Yjb4FWZvo2M&tablename=CMFD202101
813,初中数学教学板书行为研究,王衍春,华中师范大学,硕士,2020年,,201,下载,https://kns.cnki.net//kns8/download?filename=t5Gc3VTUlpmcyhVSkplQCFUOUdnYvUTarUER3MUe1ITSq5WaLlDb3o2L0VnMG1mRnZjNTVlV4RWVQVXSrdVWEVzbQ12L2IzMHBjTsdHU5BnYhFHSxFnUhBFazUjRq9UVxdGSJJFe1J0MwF1dml0b0Yjb4FWZvo2M&tablename=CMFD202101
814,对高一数学章节起始课教学的研究,马菡,华中师范大学,硕士,2020年,,125,下载,https://kns.cnki.net//kns8/download?filename=t5Gc3VTUlpmcyhVSkplQCFUOUdnYvUTarUER3MUe1ITSq5WaLlDb3o2L0VnMG1mRnZjNTVlV4RWVQVXSMx2RRllRvsWbXN1MHBjTsdHU5BnYhFHSxFnUhBFazUjRq9UVxdGSJJFe1J0MwF1dml0b0Yjb4FWZvo2M&tablename=CMFD202101
815,高二学生解析几何问题解决能力的评价研究,邓汉玲,华中师范大学,硕士,2020年,,111,下载,https://kns.cnki.net//kns8/download?filename=t5Gc3VTUlpmcyhVSkplQCFUOUdnYvUTarUER3MUe1ITSq5WaLlDb3o2L0VnMG1mRnZjNTVlV4RWVQVXSKx0U2N0N0MUWiN1MHBjTsdHU5BnYhFHSxFnUhBFazUjRq9UVxdGSJJFe1J0MwF1dml0b0Yjb4FWZvo2M&tablename=CMFD202101
816,数学构造思想方法的理论探索与现状调查,方玉泉,华中师范大学,硕士,2020年,,236,下载,https://kns.cnki.net//kns8/download?filename=t5Gc3VTUlpmcyhVSkplQCFUOUdnYvUTarUER3MUe1ITSq5WaLlDb3o2L0VnMG1mRnZjNTVlV4RWVQVXSmVmUCJVbilFOhN1MHBjTsdHU5BnYhFHSxFnUhBFazUjRq9UVxdGSJJFe1J0MwF1dml0b0Yjb4FWZvo2M&tablename=CMFD202101
817,初二学生数学运算能力水平研究,郝宝顺,华中师范大学,硕士,2020年,1,222,下载,https://kns.cnki.net//kns8/download?filename=t5Gc3VTUlpmcyhVSkplQCFUOUdnYvUTarUER3MUe1ITSq5WaLlDb3o2L0VnMG1mRnZjNTVlV4RWVQVXS3g0RFp1S48WejN1MHBjTsdHU5BnYhFHSxFnUhBFazUjRq9UVxdGSJJFe1J0MwF1dml0b0Yjb4FWZvo2M&tablename=CMFD202101
818,基于数学经验的教学设计,欧蓉蓉,华中师范大学,硕士,2020年,,47,下载,https://kns.cnki.net//kns8/download?filename=t5Gc3VTUlpmcyhVSkplQCFUOUdnYvUTarUER3MUe1ITSq5WaLlDb3o2L0VnMG1mRnZjNTVlV4RWVQVXSxMFdwgmRrBzSGVWM1gWNShHU5BnYhFHSxFnUhBFazUjRq9UVxdGSJJFe1J0MwF1dml0b0Yjb4FWZvo2M&tablename=CMFD202101
819,初、高中统计教学的衔接研究,刘洋,华中师范大学,硕士,2020年,1,188,下载,https://kns.cnki.net//kns8/download?filename=t5Gc3VTUlpmcyhVSkplQCFUOUdnYvUTarUER3MUe1ITSq5WaLlDb3o2L0VnMG1mRnZjNTVlV4RWVQVXSu50djJTZLxWcph0a1gWNShHU5BnYhFHSxFnUhBFazUjRq9UVxdGSJJFe1J0MwF1dml0b0Yjb4FWZvo2M&tablename=CMFD202101
820,高中数学学习反思习惯的调查研究,龙娴娟,华中师范大学,硕士,2020年,,119,下载,https://kns.cnki.net//kns8/download?filename=t5Gc3VTUlpmcyhVSkplQCFUOUdnYvUTarUER3MUe1ITSq5WaLlDb3o2L0VnMG1mRnZjNTVlV4RWVQVXSV52KJllNvUVNVh0Q3wEdShHU5BnYhFHSxFnUhBFazUjRq9UVxdGSJJFe1J0MwF1dml0b0Yjb4FWZvo2M&tablename=CMFD202101
821,初中生数学阅读能力的测试,王盼盼,华中师范大学,硕士,2020年,1,170,下载,https://kns.cnki.net//kns8/download?filename=t5Gc3VTUlpmcyhVSkplQCFUOUdnYvUTarUER3MUe1ITSq5WaLlDb3o2L0VnMG1mRnZjNTVlV4RWVQVXSrVUMPNEcPJVRRhFd4wEdShHU5BnYhFHSxFnUhBFazUjRq9UVxdGSJJFe1J0MwF1dml0b0Yjb4FWZvo2M&tablename=CMFD202101
822,基于SOLO分类理论高一学生函数性质理解水平的测评,杨艺敏,华中师范大学,硕士,2020年,1,135,下载,https://kns.cnki.net//kns8/download?filename=t5Gc3VTUlpmcyhVSkplQCFUOUdnYvUTarUER3MUe1ITSq5WaLlDb3o2L0VnMG1mRnZjNTVlV4RWVQVXS2JDUvEXS2lWNQV1c4wEdShHU5BnYhFHSxFnUhBFazUjRq9UVxdGSJJFe1J0MwF1dml0b0Yjb4FWZvo2M&tablename=CMFD202101
823,高中生数列学习的困难调查研究与解决策略,唐宇亮,哈尔滨师范大学,硕士,2020年,1,97,下载,https://kns.cnki.net//kns8/download?filename=t5Gc3VTUlpmcyhVSkplQCFUOUdnYvUTarUER3MUe1ITSq5WaLlDb3o2L0VnMG1mRnZjNTVlV4RWVQVXSmRGRBdTMGJHczEGdzQ1asNVQ4BnYhFHSxFnUhBFazUjRq9UVxdGSJJFe1J0MwF1dml0b0Yjb4FWZvo2M&tablename=CMFD202101
824,数学史融入高中数学概念教学研究,冯娇,湖南师范大学,硕士,2020年,3,198,下载,https://kns.cnki.net//kns8/download?filename=t5Gc3VTUlpmcyhVSkplQCFUOUdnYvUTarUER3MUe1ITSq5WaLlDb3o2L0VnMG1mRnZjNTVlV4RWVQVXSxImRqhVVEdTePd3ROVlVxRVQ4BnYhFHSxFnUhBFazUjRq9UVxdGSJJFe1J0MwF1dml0b0Yjb4FWZvo2M&tablename=CMFD202101
825,数学写作在小升初数学学习衔接中的应用研究,李月梅,湖南师范大学,硕士,2020年,1,107,下载,https://kns.cnki.net//kns8/download?filename=t5Gc3VTUlpmcyhVSkplQCFUOUdnYvUTarUER3MUe1ITSq5WaLlDb3o2L0VnMG1mRnZjNTVlV4RWVQVXSIRESFhGTudmbQd3ROVlVxRVQ4BnYhFHSxFnUhBFazUjRq9UVxdGSJJFe1J0MwF1dml0b0Yjb4FWZvo2M&tablename=CMFD202101
826,高斯函数的教育价值及教学实践研究,徐丽颖,湖南师范大学,硕士,2020年,,52,下载,https://kns.cnki.net//kns8/download?filename=t5Gc3VTUlpmcyhVSkplQCFUOUdnYvUTarUER3MUe1ITSq5WaLlDb3o2L0VnMG1mRnZjNTVlV4RWVQVXSnhVOXpUW1R0QDRnbYZlVxRVQ4BnYhFHSxFnUhBFazUjRq9UVxdGSJJFe1J0MwF1dml0b0Yjb4FWZvo2M&tablename=CMFD202101
827,高三学生数学核心素养现状的调查研究,刘家琦,湖南师范大学,硕士,2020年,1,149,下载,https://kns.cnki.net//kns8/download?filename=t5Gc3VTUlpmcyhVSkplQCFUOUdnYvUTarUER3MUe1ITSq5WaLlDb3o2L0VnMG1mRnZjNTVlV4RWVQVXSQd2ayxkTKtSTWRnbYZlVxRVQ4BnYhFHSxFnUhBFazUjRq9UVxdGSJJFe1J0MwF1dml0b0Yjb4FWZvo2M&tablename=CMFD202101
828,高二学生逻辑推理素养的水平测试研究,常稳稳,闽南师范大学,硕士,2020年,,85,下载,https://kns.cnki.net//kns8/download?filename=t5Gc3VTUlpmcyhVSkplQCFUOUdnYvUTarUER3MUe1ITSq5WaLlDb3o2L0VnMG1mRnZjNTVlV4RWVQVXSRhkR2lXergVYKtiQOtUQnFlTJJlVhJ3M0RDUy1EazUjRq9UVxdGSJJFe1J0MwF1dml0b0Yjb4FWZvo2M&tablename=CMFD202101
829,基于SOLO理论的高中生数学运算素养的发展研究,陈秋婵,闽南师范大学,硕士,2020年,,141,下载,https://kns.cnki.net//kns8/download?filename=t5Gc3VTUlpmcyhVSkplQCFUOUdnYvUTarUER3MUe1ITSq5WaLlDb3o2L0VnMG1mRnZjNTVlV4RWVQVXSKl0LsZ2KrgVYKtiQOtUQnFlTJJlVhJ3M0RDUy1EazUjRq9UVxdGSJJFe1J0MwF1dml0b0Yjb4FWZvo2M&tablename=CMFD202101
830,高中生数学深度学习的现状及教学实验研究,陈淑琼,闽南师范大学,硕士,2020年,1,224,下载,https://kns.cnki.net//kns8/download?filename=t5Gc3VTUlpmcyhVSkplQCFUOUdnYvUTarUER3MUe1ITSq5WaLlDb3o2L0VnMG1mRnZjNTVlV4RWVQVXSrgHZstEcrgVYKtiQOtUQnFlTJJlVhJ3M0RDUy1EazUjRq9UVxdGSJJFe1J0MwF1dml0b0Yjb4FWZvo2M&tablename=CMFD202101
831,数学核心素养视角下的圆锥曲线解题策略研究,黄靖婷,闽南师范大学,硕士,2020年,,210,下载,https://kns.cnki.net//kns8/download?filename=t5Gc3VTUlpmcyhVSkplQCFUOUdnYvUTarUER3MUe1ITSq5WaLlDb3o2L0VnMG1mRnZjNTVlV4RWVQVXS1YjUvQ1VvgVYKtiQOtUQnFlTJJlVhJ3M0RDUy1EazUjRq9UVxdGSJJFe1J0MwF1dml0b0Yjb4FWZvo2M&tablename=CMFD202101
832,基于范希尔几何思维水平的九年级学生几何直观能力发展研究,黄舜虹,闽南师范大学,硕士,2020年,2,114,下载,https://kns.cnki.net//kns8/download?filename=t5Gc3VTUlpmcyhVSkplQCFUOUdnYvUTarUER3MUe1ITSq5WaLlDb3o2L0VnMG1mRnZjNTVlV4RWVQVXSVF0aZV2ZrgVYKtiQOtUQnFlTJJlVhJ3M0RDUy1EazUjRq9UVxdGSJJFe1J0MwF1dml0b0Yjb4FWZvo2M&tablename=CMFD202101
833,CPFS理论视角下高中生学习数列的认知分析,林雅馨,闽南师范大学,硕士,2020年,,94,下载,https://kns.cnki.net//kns8/download?filename=t5Gc3VTUlpmcyhVSkplQCFUOUdnYvUTarUER3MUe1ITSq5WaLlDb3o2L0VnMG1mRnZjNTVlV4RWVQVXSxFkZUd1crgVYKtiQOtUQnFlTJJlVhJ3M0RDUy1EazUjRq9UVxdGSJJFe1J0MwF1dml0b0Yjb4FWZvo2M&tablename=CMFD202101
834,高一学生对函数性质的理解水平研究,刘漫萍,闽南师范大学,硕士,2020年,,83,下载,https://kns.cnki.net//kns8/download?filename=t5Gc3VTUlpmcyhVSkplQCFUOUdnYvUTarUER3MUe1ITSq5WaLlDb3o2L0VnMG1mRnZjNTVlV4RWVQVXSBdmMKdTWvgVYKtiQOtUQnFlTJJlVhJ3M0RDUy1EazUjRq9UVxdGSJJFe1J0MwF1dml0b0Yjb4FWZvo2M&tablename=CMFD202101
835,初中生数据分析观念发展现状及教学策略研究,王彩虹,闽南师范大学,硕士,2020年,,57,下载,https://kns.cnki.net//kns8/download?filename=t5Gc3VTUlpmcyhVSkplQCFUOUdnYvUTarUER3MUe1ITSq5WaLlDb3o2L0VnMG1mRnZjNTVlV4RWVQVXS5plY4oFSvgVYKtiQOtUQnFlTJJlVhJ3M0RDUy1EazUjRq9UVxdGSJJFe1J0MwF1dml0b0Yjb4FWZvo2M&tablename=CMFD202101
836,激发式动态呈现教学对认知负荷与学习成效的影响研究,王瑜,闽南师范大学,硕士,2020年,1,75,下载,https://kns.cnki.net//kns8/download?filename=t5Gc3VTUlpmcyhVSkplQCFUOUdnYvUTarUER3MUe1ITSq5WaLlDb3o2L0VnMG1mRnZjNTVlV4RWVQVXSzRzLm5UbLJUYKtiQOtUQnFlTJJlVhJ3M0RDUy1EazUjRq9UVxdGSJJFe1J0MwF1dml0b0Yjb4FWZvo2M&tablename=CMFD202101
837,高中生“导数及其应用”的理解水平研究,杨安琪,闽南师范大学,硕士,2020年,2,123,下载,https://kns.cnki.net//kns8/download?filename=t5Gc3VTUlpmcyhVSkplQCFUOUdnYvUTarUER3MUe1ITSq5WaLlDb3o2L0VnMG1mRnZjNTVlV4RWVQVXSJ9UOuNlcLJUYKtiQOtUQnFlTJJlVhJ3M0RDUy1EazUjRq9UVxdGSJJFe1J0MwF1dml0b0Yjb4FWZvo2M&tablename=CMFD202101
838,藏文化融入藏区小学数学的课程资源开发研究,苏甜甜,中央民族大学,硕士,2020年,1,113,下载,https://kns.cnki.net//kns8/download?filename=t5Gc3VTUlpmcyhVSkplQCFUOUdnYvUTarUER3MUe1ITSq5WaLlDb3o2L0VnMG1mRnZjNTVlV4RWVQVXS01kd5FHdqNTU4E0VKlEWtpHV5BnYhFHSxFnUhBFazUjRq9UVxdGSJJFe1J0MwF1dml0b0Yjb4FWZvo2M&tablename=CMFD202101
839,思维导图在圆锥曲线教学中的应用研究,马萧萧,湖南师范大学,硕士,2020年,,165,下载,https://kns.cnki.net//kns8/download?filename=t5Gc3VTUlpmcyhVSkplQCFUOUdnYvUTarUER3MUe1ITSq5WaLlDb3o2L0VnMG1mRnZjNTVlV4RWVQVXSGVUTwoFbW50cUxUaJNXY2QlRpdlYFFlQrsWcG1kR5MGbsxUM1VFZEJFe1J0MwF1dml0b0Yjb4FWZvo2M&tablename=CMFD202101
840,高中数学整体教学设计研究,高岩,苏州大学,硕士,2020年,1,172,下载,https://kns.cnki.net//kns8/download?filename=t5Gc3VTUlpmcyhVSkplQCFUOUdnYvUTarUER3MUe1ITSq5WaLlDb3o2L0VnMG1mRnZjNTVlV4RWVQVXS2NTUyhTNw0ETIVEToJmauZkWxZHcCdFbLRnR6REazUjRq9UVxdGSJJFe1J0MwF1dml0b0Yjb4FWZvo2M&tablename=CMFD202101
841,初中数学教材“数与代数”比较研究,戚嘉伟,江苏大学,硕士,2020年,,87,下载,https://kns.cnki.net//kns8/download?filename=t5Gc3VTUlpmcyhVSkplQCFUOUdnYvUTarUER3MUe1ITSq5WaLlDb3o2L0VnMG1mRnZjNTVlV4RWVQVXSJNVc4hzMu1UVHVHR1QmWmdET2ZHcCdFbLRnR6REazUjRq9UVxdGSJJFe1J0MwF1dml0b0Yjb4FWZvo2M&tablename=CMFD202101
842,高一学生数学解题思维习惯的调查研究,邓菊花,南京师范大学,硕士,2020年,,39,下载,https://kns.cnki.net//kns8/download?filename=t5Gc3VTUlpmcyhVSkplQCFUOUdnYvUTarUER3MUe1ITSq5WaLlDb3o2L0VnMG1mRnZjNTVlV4RWVQVXSChEcIZTY2Eme3tkQmlVM0FjMOtUdDllc2Z2b5YEazUjRq9UVxdGSJJFe1J0MwF1dml0b0Yjb4FWZvo2M&tablename=CMFD202101
843,“四能”视角下“数学-生活”双向化的小学数学教学策略研究,梁婧祺,重庆师范大学,硕士,2020年,,49,下载,https://kns.cnki.net//kns8/download?filename=t5Gc3VTUlpmcyhVSkplQCFUOUdnYvUTarUER3MUe1ITSq5WaLlDb3o2L0VnMG1mRnZjNTVlV4RWVQVXSFR1T3QHO4REaKBVYONWe4h2cNhVNuVDWO9GUQdGazUjRq9UVxdGSJJFe1J0MwF1dml0b0Yjb4FWZvo2M&tablename=CMFD202101
844,基于深度学习的初中数学课堂留白的教学策略研究,况喻露,重庆师范大学,硕士,2020年,1,70,下载,https://kns.cnki.net//kns8/download?filename=t5Gc3VTUlpmcyhVSkplQCFUOUdnYvUTarUER3MUe1ITSq5WaLlDb3o2L0VnMG1mRnZjNTVlV4RWVQVXSw0WVLZ3N4pkYLRXS3METzonZxJDTBd3aDhmTLNGazUjRq9UVxdGSJJFe1J0MwF1dml0b0Yjb4FWZvo2M&tablename=CMFD202101
845,“三会”视角下初中数学生活化教学设计研究,马灵,重庆师范大学,硕士,2020年,,58,下载,https://kns.cnki.net//kns8/download?filename=t5Gc3VTUlpmcyhVSkplQCFUOUdnYvUTarUER3MUe1ITSq5WaLlDb3o2L0VnMG1mRnZjNTVlV4RWVQVXSq9Wd5FmWidjbLRXS3METzonZxJDTBd3aDhmTLNGazUjRq9UVxdGSJJFe1J0MwF1dml0b0Yjb4FWZvo2M&tablename=CMFD202101
846,基于变式教学的初中动点问题教学策略研究,徐欣,重庆师范大学,硕士,2020年,,41,下载,https://kns.cnki.net//kns8/download?filename=t5Gc3VTUlpmcyhVSkplQCFUOUdnYvUTarUER3MUe1ITSq5WaLlDb3o2L0VnMG1mRnZjNTVlV4RWVQVXSKRVaywUZMl3MLRXS3METzonZxJDTBd3aDhmTLNGazUjRq9UVxdGSJJFe1J0MwF1dml0b0Yjb4FWZvo2M&tablename=CMFD202101
847,基于深度学习的初中数学教学策略研究,赵柳丝,重庆师范大学,硕士,2020年,,142,下载,https://kns.cnki.net//kns8/download?filename=t5Gc3VTUlpmcyhVSkplQCFUOUdnYvUTarUER3MUe1ITSq5WaLlDb3o2L0VnMG1mRnZjNTVlV4RWVQVXSxlXRIdWOXRTcnZFU3METzonZxJDTBd3aDhmTLNGazUjRq9UVxdGSJJFe1J0MwF1dml0b0Yjb4FWZvo2M&tablename=CMFD202101
848,初中数学复习课教学策略研究,周稞,重庆师范大学,硕士,2020年,,108,下载,https://kns.cnki.net//kns8/download?filename=t5Gc3VTUlpmcyhVSkplQCFUOUdnYvUTarUER3MUe1ITSq5WaLlDb3o2L0VnMG1mRnZjNTVlV4RWVQVXSwgHVWV3ZDVzKnZFU3METzonZxJDTBd3aDhmTLNGazUjRq9UVxdGSJJFe1J0MwF1dml0b0Yjb4FWZvo2M&tablename=CMFD202101
849,新高考背景下高一数学教学策略研究,杨绍艳,重庆师范大学,硕士,2020年,,109,下载,https://kns.cnki.net//kns8/download?filename=t5Gc3VTUlpmcyhVSkplQCFUOUdnYvUTarUER3MUe1ITSq5WaLlDb3o2L0VnMG1mRnZjNTVlV4RWVQVXShVVTkR1NiRGUoZFU3METzonZxJDTBd3aDhmTLNGazUjRq9UVxdGSJJFe1J0MwF1dml0b0Yjb4FWZvo2M&tablename=CMFD202101
850,高中数学文化试题编制策略研究,任雨停,重庆师范大学,硕士,2020年,,90,下载,https://kns.cnki.net//kns8/download?filename=t5Gc3VTUlpmcyhVSkplQCFUOUdnYvUTarUER3MUe1ITSq5WaLlDb3o2L0VnMG1mRnZjNTVlV4RWVQVXSroVcHRVVH9iY0ZFU3METzonZxJDTBd3aDhmTLNGazUjRq9UVxdGSJJFe1J0MwF1dml0b0Yjb4FWZvo2M&tablename=CMFD202101

851,基于数学理解的初中数学反例教学实践研究,张友娟,重庆师范大学,硕士,2020年,,45,下载,https://kns.cnki.net//kns8/download?filename=hd0NzsGaiZUTrYzdmhzVoBFUOVzdS9UU3IHay0UcNdkawAHRjZleTplSmdnQyMzMlxkeTF3R5hUbMh0TvUjb5l2VywUN69CO0MnbK9iUPNncyoEcEl1LJhkenZzUo90SMRETrlTMwdWZWljZlFkQatCZGNXR5Vnc&tablename=CMFD202101
852,以“素养”立意的中考数学创新题命题策略研究,幸芳名,重庆师范大学,硕士,2020年,,71,下载,https://kns.cnki.net//kns8/download?filename=hd0NzsGaiZUTrYzdmhzVoBFUOVzdS9UU3IHay0UcNdkawAHRjZleTplSmdnQyMzMlxkeTF3R5hUbMh0T1kzV4QjTUBnd69CO0MnbK9iUPNncyoEcEl1LJhkenZzUo90SMRETrlTMwdWZWljZlFkQatCZGNXR5Vnc&tablename=CMFD202101
